phase,env_steps,env_steps_per_second,train_updates_per_second,samples_per_second,total_train_step_time,component_seconds,latest_update_seconds,latest_sample_seconds
warmup_unmeasured,25088,3773.66967753014,0.0,0.0,0.03391923801973462,,,
warmup_unmeasured,25216,3760.722058441858,0.0,0.0,0.03403601702302694,,,
warmup_unmeasured,25344,3779.411563962745,0.0,0.0,0.033867706079036,,,
warmup_unmeasured,25472,3780.0868101455785,0.0,0.0,0.033861656207591295,,,
warmup_unmeasured,25600,3800.1042955191965,0.0,0.0,0.03368328604847193,,,
warmup_unmeasured,25728,3789.1808625996414,0.0,0.0,0.033780388068407774,,,
warmup_unmeasured,25856,3808.8499116446233,0.0,0.0,0.03360594483092427,,,
warmup_unmeasured,25984,3791.704594609026,0.0,0.0,0.03375790407881141,,,
warmup_unmeasured,26112,3774.48068218216,0.0,0.0,0.03391194995492697,,,
warmup_unmeasured,26240,3781.37170170891,0.0,0.0,0.03385015018284321,,,
warmup_unmeasured,26368,3771.8063771374323,0.0,0.0,0.0339359943754971,,,
warmup_unmeasured,26496,3785.7511706024816,0.0,0.0,0.03381099132820964,,,
warmup_unmeasured,26624,3801.6541407469435,0.0,0.0,0.03366955416277051,,,
warmup_unmeasured,26752,3820.436862442892,0.0,0.0,0.03350402181968093,,,
warmup_unmeasured,26880,3789.7215063452536,0.0,0.0,0.033775568939745426,,,
warmup_unmeasured,27008,3764.9938232702166,0.0,0.0,0.03399739973247051,,,
warmup_unmeasured,27136,3785.2949033923774,0.0,0.0,0.033815066795796156,,,
warmup_unmeasured,27264,3788.2811417741386,0.0,0.0,0.0337884109467268,,,
warmup_unmeasured,27392,3724.8731851657803,0.0,0.0,0.034363585989922285,,,
warmup_unmeasured,27520,3763.7278691752845,0.0,0.0,0.03400883497670293,,,
warmup_unmeasured,27648,3774.2528547329707,0.0,0.0,0.03391399700194597,,,
warmup_unmeasured,27776,3793.8211303782205,0.0,0.0,0.03373907087370753,,,
warmup_unmeasured,27904,3749.907106885212,0.0,0.0,0.0341341788880527,,,
warmup_unmeasured,28032,3799.2665422496916,0.0,0.0,0.033690713346004486,,,
warmup_unmeasured,28160,3790.358419451526,0.0,0.0,0.03376989345997572,,,
warmup_unmeasured,28288,3776.740232652707,0.0,0.0,0.03389166109263897,,,
warmup_unmeasured,28416,3802.950897426046,0.0,0.0,0.03365807328373194,,,
warmup_unmeasured,28544,3765.1882484358284,0.0,0.0,0.03399564418941736,,,
warmup_unmeasured,28672,3829.2370035886415,0.0,0.0,0.033427024725824594,,,
warmup_unmeasured,28800,3803.037712563867,0.0,0.0,0.03365730494260788,,,
warmup_unmeasured,28928,3806.0612976876437,0.0,0.0,0.03363056713715196,,,
warmup_unmeasured,29056,3816.867541274013,0.0,0.0,0.033535352908074856,,,
warmup_unmeasured,29184,3814.482186331075,0.0,0.0,0.03355632396414876,,,
warmup_unmeasured,29312,3780.24437804701,0.0,0.0,0.033860244788229465,,,
warmup_unmeasured,29440,3812.9097014877343,0.0,0.0,0.03357016295194626,,,
warmup_unmeasured,29568,3825.8518085492324,0.0,0.0,0.03345660166814923,,,
warmup_unmeasured,29696,3773.052757762527,0.0,0.0,0.033924784045666456,,,
warmup_unmeasured,29824,3719.90688989165,0.0,0.0,0.03440946340560913,,,
warmup_unmeasured,29952,3795.720612012136,0.0,0.0,0.03372218692675233,,,
warmup_unmeasured,30080,3509.8635724743185,0.0,0.0,0.036468653939664364,,,
warmup_unmeasured,30208,3805.798763729027,0.0,0.0,0.033632887061685324,,,
warmup_unmeasured,30336,3778.150801072894,0.0,0.0,0.033879007678478956,,,
warmup_unmeasured,30464,3214.8808544013255,0.0,0.0,0.03981485031545162,,,
warmup_unmeasured,30592,3637.274088222273,0.0,0.0,0.03519118903204799,,,
